,name,rating,title,content,rev_wrote,reply,class instance
,Nita Kusumadewi,5 stars: Excellent,Excellent assistance to make my life…,Excellent assistance to make my life easier to run the business,1 review,False,<reviewer.Reviewer object at 0x7fe349e6c490>
,Susan Allen,1 star: Bad,Dishonest company that hijacks contact lists,"An invitation to join Monday.com was sent to me from my friend.  My friends says she never sent it--that monday.com hijacked her contact list and sent fake invitations to all her friends.  This is a definite clue to me that this is a dishonest company and should be avoided at all costs.  I find that monday.com has done the same thing to my contacts, I will look for still more ways to alert the world to the dishonesty of this company.",2 reviews,False,<reviewer.Reviewer object at 0x7fe34b204d10>
,name,rating,title,content,rev_wrote,reply,class instance
,Joel Vargas,3 stars: Average,Decently useful site,"Decently useful site, but it’s the bane of my existence. It’s missing some features I need but still useful. Maybe they’ll improve next year or I’ll look into trello or other good solutions for Project management.",12 reviews,False,<reviewer.Reviewer object at 0x7f3a7daf4f90>
,Nita Kusumadewi,5 stars: Excellent,Excellent assistance to make my life…,Excellent assistance to make my life easier to run the business,1 review,False,<reviewer.Reviewer object at 0x7f3a7d6d41d0>
,Susan Allen,1 star: Bad,Dishonest company that hijacks contact lists,"An invitation to join Monday.com was sent to me from my friend.  My friends says she never sent it--that monday.com hijacked her contact list and sent fake invitations to all her friends.  This is a definite clue to me that this is a dishonest company and should be avoided at all costs.  I find that monday.com has done the same thing to my contacts, I will look for still more ways to alert the world to the dishonesty of this company.",2 reviews,False,<reviewer.Reviewer object at 0x7f3a7daf4f90>
,name,rating,title,content,rev_wrote,reply,class instance
,Joel Vargas,3 stars: Average,Decently useful site,"Decently useful site, but it’s the bane of my existence. It’s missing some features I need but still useful. Maybe they’ll improve next year or I’ll look into trello or other good solutions for Project management.",12 reviews,False,<reviewer.Reviewer object at 0x7f79c015fe90>
,Nita Kusumadewi,5 stars: Excellent,Excellent assistance to make my life…,Excellent assistance to make my life easier to run the business,1 review,False,<reviewer.Reviewer object at 0x7f79bfd40490>
,Susan Allen,1 star: Bad,Dishonest company that hijacks contact lists,"An invitation to join Monday.com was sent to me from my friend.  My friends says she never sent it--that monday.com hijacked her contact list and sent fake invitations to all her friends.  This is a definite clue to me that this is a dishonest company and should be avoided at all costs.  I find that monday.com has done the same thing to my contacts, I will look for still more ways to alert the world to the dishonesty of this company.",2 reviews,False,<reviewer.Reviewer object at 0x7f79c015fd90>
,name,rating,title,content,rev_wrote,reply,class instance
,Joel Vargas,3 stars: Average,Decently useful site,"Decently useful site, but it’s the bane of my existence. It’s missing some features I need but still useful. Maybe they’ll improve next year or I’ll look into trello or other good solutions for Project management.",12 reviews,False,<reviewer.Reviewer object at 0x7fe927c9ce10>
,Nita Kusumadewi,5 stars: Excellent,Excellent assistance to make my life…,Excellent assistance to make my life easier to run the business,1 review,False,<reviewer.Reviewer object at 0x7fe92787c310>
,Susan Allen,1 star: Bad,Dishonest company that hijacks contact lists,"An invitation to join Monday.com was sent to me from my friend.  My friends says she never sent it--that monday.com hijacked her contact list and sent fake invitations to all her friends.  This is a definite clue to me that this is a dishonest company and should be avoided at all costs.  I find that monday.com has done the same thing to my contacts, I will look for still more ways to alert the world to the dishonesty of this company.",2 reviews,False,<reviewer.Reviewer object at 0x7fe927c9cd90>
,Rain Master,1 star: Bad,crazy expensive,"crazy expensive, especially for team in Asia, where ROI of one employee is much lower.",1 review,True,<reviewer.Reviewer object at 0x7fe92787c3d0>
,Igaln,2 stars: Poor,Too expensive too quickly,"Same reason as users below;  $1200/year addition for 5 user increments are not acceptable.They claim that it is easy to build plugins and there is a market place for it, but we had not had a single response to any requests.The UX/UI of the platform is better than most, but they are pretty aggressive on the sales side so you might not notice at first how the costs could creep up.It's a shame. Good product with good potential.",1 review,True,<reviewer.Reviewer object at 0x7fe927c9ce10>
,Thomas O'Rourke,1 star: Bad,Way overpriced - look elsewhere,"Here's the review I left while cancelling my subscription:To be honest, as much as I love the product UX your proposition is a complete and utter rip-off. As well as being too expensive in the first place, everything about the platform is designed to slowly eek more money out of your users by having them upgrade:- Having to pay for 10 users even though I only had 6- Not being able to change board permissions / make boards private unless on the 'PRO' plan (sorry but that should NOT be a pro feature)- Rapidly running out of credits to do everyday things within the platformIf you're going to charge so much you should at least try to ensure you have an innovative product. I've just moved over to ClickUp at a quarter of the price and the tool does everything Monday.com does. Even allowed me to migrate everything across.You seriously need to look at your pricing model.",3 reviews,True,<reviewer.Reviewer object at 0x7fe92787c450>
,name,rating,title,content,rev_wrote,reply,class instance
,Joel Vargas,3 stars: Average,Decently useful site,"Decently useful site, but it’s the bane of my existence. It’s missing some features I need but still useful. Maybe they’ll improve next year or I’ll look into trello or other good solutions for Project management.",12 reviews,False,<reviewer.Reviewer object at 0x7f88471c0d50>
,Nita Kusumadewi,5 stars: Excellent,Excellent assistance to make my life…,Excellent assistance to make my life easier to run the business,1 review,False,<reviewer.Reviewer object at 0x7f8846d9e390>
,Susan Allen,1 star: Bad,Dishonest company that hijacks contact lists,"An invitation to join Monday.com was sent to me from my friend.  My friends says she never sent it--that monday.com hijacked her contact list and sent fake invitations to all her friends.  This is a definite clue to me that this is a dishonest company and should be avoided at all costs.  I find that monday.com has done the same thing to my contacts, I will look for still more ways to alert the world to the dishonesty of this company.",2 reviews,False,<reviewer.Reviewer object at 0x7f88471c0f90>
,Rain Master,1 star: Bad,crazy expensive,"crazy expensive, especially for team in Asia, where ROI of one employee is much lower.",1 review,True,<reviewer.Reviewer object at 0x7f8846d9e450>
,Igaln,2 stars: Poor,Too expensive too quickly,"Same reason as users below;  $1200/year addition for 5 user increments are not acceptable.They claim that it is easy to build plugins and there is a market place for it, but we had not had a single response to any requests.The UX/UI of the platform is better than most, but they are pretty aggressive on the sales side so you might not notice at first how the costs could creep up.It's a shame. Good product with good potential.",1 review,True,<reviewer.Reviewer object at 0x7f88471c0d50>
,Thomas O'Rourke,1 star: Bad,Way overpriced - look elsewhere,"Here's the review I left while cancelling my subscription:To be honest, as much as I love the product UX your proposition is a complete and utter rip-off. As well as being too expensive in the first place, everything about the platform is designed to slowly eek more money out of your users by having them upgrade:- Having to pay for 10 users even though I only had 6- Not being able to change board permissions / make boards private unless on the 'PRO' plan (sorry but that should NOT be a pro feature)- Rapidly running out of credits to do everyday things within the platformIf you're going to charge so much you should at least try to ensure you have an innovative product. I've just moved over to ClickUp at a quarter of the price and the tool does everything Monday.com does. Even allowed me to migrate everything across.You seriously need to look at your pricing model.",3 reviews,True,<reviewer.Reviewer object at 0x7f8846d9e4d0>
,name,rating,title,content,rev_wrote,reply,class instance
,Joel Vargas,3 stars: Average,Decently useful site,"Decently useful site, but it’s the bane of my existence. It’s missing some features I need but still useful. Maybe they’ll improve next year or I’ll look into trello or other good solutions for Project management.",12 reviews,False,<reviewer.Reviewer object at 0x7f845270bdd0>
,name,rating,title,content,rev_wrote,reply,class instance
,Joel Vargas,3 stars: Average,Decently useful site,"Decently useful site, but it’s the bane of my existence. It’s missing some features I need but still useful. Maybe they’ll improve next year or I’ll look into trello or other good solutions for Project management.",12 reviews,False,<reviewer.Reviewer object at 0x7f497f297e50>
,name,rating,title,content,rev_wrote,reply,class instance
,Joel Vargas,3 stars: Average,Decently useful site,"Decently useful site, but it’s the bane of my existence. It’s missing some features I need but still useful. Maybe they’ll improve next year or I’ll look into trello or other good solutions for Project management.",12 reviews,False,<reviewer.Reviewer object at 0x7fd414bd9310>
,name,rating,title,content,rev_wrote,reply,class instance
,Joel Vargas,3 stars: Average,Decently useful site,"Decently useful site, but it’s the bane of my existence. It’s missing some features I need but still useful. Maybe they’ll improve next year or I’ll look into trello or other good solutions for Project management.",12 reviews,False,<reviewer.Reviewer object at 0x7f85a26be690>
,name,rating,title,content,rev_wrote,reply,class instance
,Joel Vargas,3 stars: Average,Decently useful site,"Decently useful site, but it’s the bane of my existence. It’s missing some features I need but still useful. Maybe they’ll improve next year or I’ll look into trello or other good solutions for Project management.",12 reviews,False,<reviewer.Reviewer object at 0x7fde573e8190>
,name,rating,title,content,rev_wrote,reply,class instance
,Joel Vargas,3 stars: Average,Decently useful site,"Decently useful site, but it’s the bane of my existence. It’s missing some features I need but still useful. Maybe they’ll improve next year or I’ll look into trello or other good solutions for Project management.",12 reviews,False,<reviewer.Reviewer object at 0x7f7f7742fe90>
,Nita Kusumadewi,5 stars: Excellent,Excellent assistance to make my life…,Excellent assistance to make my life easier to run the business,1 review,False,<reviewer.Reviewer object at 0x7f7f7700c410>
,Susan Allen,1 star: Bad,Dishonest company that hijacks contact lists,"An invitation to join Monday.com was sent to me from my friend.  My friends says she never sent it--that monday.com hijacked her contact list and sent fake invitations to all her friends.  This is a definite clue to me that this is a dishonest company and should be avoided at all costs.  I find that monday.com has done the same thing to my contacts, I will look for still more ways to alert the world to the dishonesty of this company.",2 reviews,False,<reviewer.Reviewer object at 0x7f7f7742fd90>
,Rain Master,1 star: Bad,crazy expensive,"crazy expensive, especially for team in Asia, where ROI of one employee is much lower.",1 review,True,<reviewer.Reviewer object at 0x7f7f7700c210>
,Igaln,2 stars: Poor,Too expensive too quickly,"Same reason as users below;  $1200/year addition for 5 user increments are not acceptable.They claim that it is easy to build plugins and there is a market place for it, but we had not had a single response to any requests.The UX/UI of the platform is better than most, but they are pretty aggressive on the sales side so you might not notice at first how the costs could creep up.It's a shame. Good product with good potential.",1 review,True,<reviewer.Reviewer object at 0x7f7f7742fe90>
,Thomas O'Rourke,1 star: Bad,Way overpriced - look elsewhere,"Here's the review I left while cancelling my subscription:To be honest, as much as I love the product UX your proposition is a complete and utter rip-off. As well as being too expensive in the first place, everything about the platform is designed to slowly eek more money out of your users by having them upgrade:- Having to pay for 10 users even though I only had 6- Not being able to change board permissions / make boards private unless on the 'PRO' plan (sorry but that should NOT be a pro feature)- Rapidly running out of credits to do everyday things within the platformIf you're going to charge so much you should at least try to ensure you have an innovative product. I've just moved over to ClickUp at a quarter of the price and the tool does everything Monday.com does. Even allowed me to migrate everything across.You seriously need to look at your pricing model.",3 reviews,True,<reviewer.Reviewer object at 0x7f7f7700c550>
,Jamie Serafi,5 stars: Excellent,Great company,"Great company, great product, great customer service!",2 reviews,True,<reviewer.Reviewer object at 0x7f7f7742fd90>
,Lisa Kernow,2 stars: Poor,I USED to love Monday.com,"I love using Monday.com. Great software, really well designed and makes projects and remote work easy! However i'm self employed, with a start up business - I have a 2 person basic account (£20 a month) which works really well for me and allows me to occasionally share boards with clients. I've been using the basic account but wanted to upgrade to the pro account for improved functionality, however I can now only have a five person account as a minimum with a ridiculous price tag of £69 a month! HUGELY disappointed that Monday.com has decided to effectively close off its software to users like me (I appealed to customer service to upgrade to pro on my current two person account but no positive help). Its hugely short sighted of Monday.com - as many small businesses grow into larger ones who would roll out the system as new people joined. By increasing the bill so much for startups like mine they are effectively forcing me to find a new system, and having to move for such negative reasons means I will not come back to them in the future, which is surely missing a huge organic marketing opportunity. Very short sighted and unsupportive of small businesses and sole traders when the difficulties of the pandemic really call for the absolute opposite approach. I'm really sad about this because I've always promoted Monday.com to all my clients and friends as a fantastic tool.",1 review,True,<reviewer.Reviewer object at 0x7f7f7700c450>
,Daniel Ehlen,1 star: Bad,I've reset our password to the CRM 3…,I've reset our password to the CRM 3 times and still can't access it.  Garbage CRM with no support getting back to me about our issue.,1 review,True,<reviewer.Reviewer object at 0x7f7f7742fe90>
,Jo R.,4 stars: Great,Great  Customer Service,"I have a very small business.  I switched from Trello, since I needed reliable alerts for my project and Trello could not provide that.  While, Monday.com did not have the exact set up I wanted, I was very impressed with how tech and customer service worked with me to meet my needs.  I have no trouble with payment so far although the cost is somewhat high for me.    I would recommend them highly.",1 review,True,<reviewer.Reviewer object at 0x7f7f7700c350>
,tony johnson,1 star: Bad,OVER PRICED SCAM.,"Listen Monday, we're a company of 2 and you're focusing us to pay for 5. It's unfair and you need to offer something for small businesses. 1* for you.",2 reviews,True,<reviewer.Reviewer object at 0x7f7f7742fd90>
,Mat Zan,1 star: Bad,I hope they go bankrupt,As a small business owner I feel harassed by the amount of ads that this company runs online.I'm so sick of it. I never seen a more repetitive commercial. I hope they go bankrupt.M.,3 reviews,True,<reviewer.Reviewer object at 0x7f7f7700c450>
,Carlos Lozano,3 stars: Average,We are a small business from Mexico,"We are a small business from Mexico. The service is great, but the payment system sucks, at least in Mexico. Recurring payments always fails and the service is restricted upon payment delay causing a lot of trouble specially at the operations department. Every month the support team has to DELETE our account and set it up again in so we can continue using the platform.",1 review,True,<reviewer.Reviewer object at 0x7f7f7742fe90>
,RsjKeeley,2 stars: Poor,Poor billing gateway/mechanic KILLING this tool,"Sorry to leave a bad review for such a great tool. But I have a Company of 30+ and growing utilising Monday.com, and we have the correct billing info added to our dashboard. However, we continuously get blocked from the tool (third time in last 30 days) because the billing info is 'incorrect'. I contacted my bank, and no attempt was made to take the funds by Monday. I contacted Monday.com and they promised to fix. Sadly, two weeks later, tonight we are again blocked again due to Monday.com's poor billing mechanism/gateway. Sadly we are close to being forced away from what could be a brilliant tool (if we could rely on accessing it). Very disappointing and embarrassing for me in front of my employees.",41 reviews,True,<reviewer.Reviewer object at 0x7f7f7700c350>
,Casimir de Hauteclocque,1 star: Bad,They force to pay,"I started using it to manage todos and was happy with it.I thought ""hey, this is great, and they advertise that the basic plan costs €8/month, so it ok ; if I am happy, I'll pay for it""But after the end of the trial period, I realised that it was written ""€8/mo/user , for 5 users minimum"" in tiny letters...I got robbed...",1 review,True,<reviewer.Reviewer object at 0x7f7f7742fe90>
,name,rating,title,content,rev_wrote,reply,class instance
,Joel Vargas,3 stars: Average,Decently useful site,"Decently useful site, but it’s the bane of my existence. It’s missing some features I need but still useful. Maybe they’ll improve next year or I’ll look into trello or other good solutions for Project management.",12 reviews,False,<reviewer.Reviewer object at 0x7fd95117ce10>
,Nita Kusumadewi,5 stars: Excellent,Excellent assistance to make my life…,Excellent assistance to make my life easier to run the business,1 review,False,<reviewer.Reviewer object at 0x7fd950d5a050>
,Susan Allen,1 star: Bad,Dishonest company that hijacks contact lists,"An invitation to join Monday.com was sent to me from my friend.  My friends says she never sent it--that monday.com hijacked her contact list and sent fake invitations to all her friends.  This is a definite clue to me that this is a dishonest company and should be avoided at all costs.  I find that monday.com has done the same thing to my contacts, I will look for still more ways to alert the world to the dishonesty of this company.",2 reviews,False,<reviewer.Reviewer object at 0x7fd95117cd10>
,Rain Master,1 star: Bad,crazy expensive,"crazy expensive, especially for team in Asia, where ROI of one employee is much lower.",1 review,True,<reviewer.Reviewer object at 0x7fd950d5a1d0>
,Igaln,2 stars: Poor,Too expensive too quickly,"Same reason as users below;  $1200/year addition for 5 user increments are not acceptable.They claim that it is easy to build plugins and there is a market place for it, but we had not had a single response to any requests.The UX/UI of the platform is better than most, but they are pretty aggressive on the sales side so you might not notice at first how the costs could creep up.It's a shame. Good product with good potential.",1 review,True,<reviewer.Reviewer object at 0x7fd95117ce10>
,Thomas O'Rourke,1 star: Bad,Way overpriced - look elsewhere,"Here's the review I left while cancelling my subscription:To be honest, as much as I love the product UX your proposition is a complete and utter rip-off. As well as being too expensive in the first place, everything about the platform is designed to slowly eek more money out of your users by having them upgrade:- Having to pay for 10 users even though I only had 6- Not being able to change board permissions / make boards private unless on the 'PRO' plan (sorry but that should NOT be a pro feature)- Rapidly running out of credits to do everyday things within the platformIf you're going to charge so much you should at least try to ensure you have an innovative product. I've just moved over to ClickUp at a quarter of the price and the tool does everything Monday.com does. Even allowed me to migrate everything across.You seriously need to look at your pricing model.",3 reviews,True,<reviewer.Reviewer object at 0x7fd950d5a110>
,Jamie Serafi,5 stars: Excellent,Great company,"Great company, great product, great customer service!",2 reviews,True,<reviewer.Reviewer object at 0x7fd95117cd10>
,Lisa Kernow,2 stars: Poor,I USED to love Monday.com,"I love using Monday.com. Great software, really well designed and makes projects and remote work easy! However i'm self employed, with a start up business - I have a 2 person basic account (£20 a month) which works really well for me and allows me to occasionally share boards with clients. I've been using the basic account but wanted to upgrade to the pro account for improved functionality, however I can now only have a five person account as a minimum with a ridiculous price tag of £69 a month! HUGELY disappointed that Monday.com has decided to effectively close off its software to users like me (I appealed to customer service to upgrade to pro on my current two person account but no positive help). Its hugely short sighted of Monday.com - as many small businesses grow into larger ones who would roll out the system as new people joined. By increasing the bill so much for startups like mine they are effectively forcing me to find a new system, and having to move for such negative reasons means I will not come back to them in the future, which is surely missing a huge organic marketing opportunity. Very short sighted and unsupportive of small businesses and sole traders when the difficulties of the pandemic really call for the absolute opposite approach. I'm really sad about this because I've always promoted Monday.com to all my clients and friends as a fantastic tool.",1 review,True,<reviewer.Reviewer object at 0x7fd950d5a190>
,Daniel Ehlen,1 star: Bad,I've reset our password to the CRM 3…,I've reset our password to the CRM 3 times and still can't access it.  Garbage CRM with no support getting back to me about our issue.,1 review,True,<reviewer.Reviewer object at 0x7fd95117ce10>
,Jo R.,4 stars: Great,Great  Customer Service,"I have a very small business.  I switched from Trello, since I needed reliable alerts for my project and Trello could not provide that.  While, Monday.com did not have the exact set up I wanted, I was very impressed with how tech and customer service worked with me to meet my needs.  I have no trouble with payment so far although the cost is somewhat high for me.    I would recommend them highly.",1 review,True,<reviewer.Reviewer object at 0x7fd950d5a190>
,tony johnson,1 star: Bad,OVER PRICED SCAM.,"Listen Monday, we're a company of 2 and you're focusing us to pay for 5. It's unfair and you need to offer something for small businesses. 1* for you.",2 reviews,True,<reviewer.Reviewer object at 0x7fd95117cd10>
,Mat Zan,1 star: Bad,I hope they go bankrupt,As a small business owner I feel harassed by the amount of ads that this company runs online.I'm so sick of it. I never seen a more repetitive commercial. I hope they go bankrupt.M.,3 reviews,True,<reviewer.Reviewer object at 0x7fd950d5a250>
,Carlos Lozano,3 stars: Average,We are a small business from Mexico,"We are a small business from Mexico. The service is great, but the payment system sucks, at least in Mexico. Recurring payments always fails and the service is restricted upon payment delay causing a lot of trouble specially at the operations department. Every month the support team has to DELETE our account and set it up again in so we can continue using the platform.",1 review,True,<reviewer.Reviewer object at 0x7fd95117ce10>
,RsjKeeley,2 stars: Poor,Poor billing gateway/mechanic KILLING this tool,"Sorry to leave a bad review for such a great tool. But I have a Company of 30+ and growing utilising Monday.com, and we have the correct billing info added to our dashboard. However, we continuously get blocked from the tool (third time in last 30 days) because the billing info is 'incorrect'. I contacted my bank, and no attempt was made to take the funds by Monday. I contacted Monday.com and they promised to fix. Sadly, two weeks later, tonight we are again blocked again due to Monday.com's poor billing mechanism/gateway. Sadly we are close to being forced away from what could be a brilliant tool (if we could rely on accessing it). Very disappointing and embarrassing for me in front of my employees.",41 reviews,True,<reviewer.Reviewer object at 0x7fd950d5a290>
,Casimir de Hauteclocque,1 star: Bad,They force to pay,"I started using it to manage todos and was happy with it.I thought ""hey, this is great, and they advertise that the basic plan costs €8/month, so it ok ; if I am happy, I'll pay for it""But after the end of the trial period, I realised that it was written ""€8/mo/user , for 5 users minimum"" in tiny letters...I got robbed...",1 review,True,<reviewer.Reviewer object at 0x7fd95117ce10>
,name,rating,title,content,rev_wrote,reply,class instance
,Joel Vargas,3 stars: Average,Decently useful site,"Decently useful site, but it’s the bane of my existence. It’s missing some features I need but still useful. Maybe they’ll improve next year or I’ll look into trello or other good solutions for Project management.",12 reviews,False,<reviewer.Reviewer object at 0x7f1569692150>
,Nita Kusumadewi,5 stars: Excellent,Excellent assistance to make my life…,Excellent assistance to make my life easier to run the business,1 review,False,<reviewer.Reviewer object at 0x7f15692e5190>
,Susan Allen,1 star: Bad,Dishonest company that hijacks contact lists,"An invitation to join Monday.com was sent to me from my friend.  My friends says she never sent it--that monday.com hijacked her contact list and sent fake invitations to all her friends.  This is a definite clue to me that this is a dishonest company and should be avoided at all costs.  I find that monday.com has done the same thing to my contacts, I will look for still more ways to alert the world to the dishonesty of this company.",2 reviews,False,<reviewer.Reviewer object at 0x7f15692dbf50>
,Rain Master,1 star: Bad,crazy expensive,"crazy expensive, especially for team in Asia, where ROI of one employee is much lower.",1 review,True,<reviewer.Reviewer object at 0x7f15692e5050>
,Igaln,2 stars: Poor,Too expensive too quickly,"Same reason as users below;  $1200/year addition for 5 user increments are not acceptable.They claim that it is easy to build plugins and there is a market place for it, but we had not had a single response to any requests.The UX/UI of the platform is better than most, but they are pretty aggressive on the sales side so you might not notice at first how the costs could creep up.It's a shame. Good product with good potential.",1 review,True,<reviewer.Reviewer object at 0x7f1569692150>
,Thomas O'Rourke,1 star: Bad,Way overpriced - look elsewhere,"Here's the review I left while cancelling my subscription:To be honest, as much as I love the product UX your proposition is a complete and utter rip-off. As well as being too expensive in the first place, everything about the platform is designed to slowly eek more money out of your users by having them upgrade:- Having to pay for 10 users even though I only had 6- Not being able to change board permissions / make boards private unless on the 'PRO' plan (sorry but that should NOT be a pro feature)- Rapidly running out of credits to do everyday things within the platformIf you're going to charge so much you should at least try to ensure you have an innovative product. I've just moved over to ClickUp at a quarter of the price and the tool does everything Monday.com does. Even allowed me to migrate everything across.You seriously need to look at your pricing model.",3 reviews,True,<reviewer.Reviewer object at 0x7f15692e52d0>
,Jamie Serafi,5 stars: Excellent,Great company,"Great company, great product, great customer service!",2 reviews,True,<reviewer.Reviewer object at 0x7f15692dbf50>
,Lisa Kernow,2 stars: Poor,I USED to love Monday.com,"I love using Monday.com. Great software, really well designed and makes projects and remote work easy! However i'm self employed, with a start up business - I have a 2 person basic account (£20 a month) which works really well for me and allows me to occasionally share boards with clients. I've been using the basic account but wanted to upgrade to the pro account for improved functionality, however I can now only have a five person account as a minimum with a ridiculous price tag of £69 a month! HUGELY disappointed that Monday.com has decided to effectively close off its software to users like me (I appealed to customer service to upgrade to pro on my current two person account but no positive help). Its hugely short sighted of Monday.com - as many small businesses grow into larger ones who would roll out the system as new people joined. By increasing the bill so much for startups like mine they are effectively forcing me to find a new system, and having to move for such negative reasons means I will not come back to them in the future, which is surely missing a huge organic marketing opportunity. Very short sighted and unsupportive of small businesses and sole traders when the difficulties of the pandemic really call for the absolute opposite approach. I'm really sad about this because I've always promoted Monday.com to all my clients and friends as a fantastic tool.",1 review,True,<reviewer.Reviewer object at 0x7f15692e5150>
,Daniel Ehlen,1 star: Bad,I've reset our password to the CRM 3…,I've reset our password to the CRM 3 times and still can't access it.  Garbage CRM with no support getting back to me about our issue.,1 review,True,<reviewer.Reviewer object at 0x7f1569692150>
,Jo R.,4 stars: Great,Great  Customer Service,"I have a very small business.  I switched from Trello, since I needed reliable alerts for my project and Trello could not provide that.  While, Monday.com did not have the exact set up I wanted, I was very impressed with how tech and customer service worked with me to meet my needs.  I have no trouble with payment so far although the cost is somewhat high for me.    I would recommend them highly.",1 review,True,<reviewer.Reviewer object at 0x7f15692e5110>
,tony johnson,1 star: Bad,OVER PRICED SCAM.,"Listen Monday, we're a company of 2 and you're focusing us to pay for 5. It's unfair and you need to offer something for small businesses. 1* for you.",2 reviews,True,<reviewer.Reviewer object at 0x7f15692dbf50>
,Mat Zan,1 star: Bad,I hope they go bankrupt,As a small business owner I feel harassed by the amount of ads that this company runs online.I'm so sick of it. I never seen a more repetitive commercial. I hope they go bankrupt.M.,3 reviews,True,<reviewer.Reviewer object at 0x7f15692e5150>
